blockLink href,listingCardImage src,ID,Price,Addresse,Latitude,Longitude,Nb_Chambres,Nb_Salles_de_bain,Pieds_carrés
https://www.realtor.ca/immobilier/27439917/2030-rue-lucien-thimens-106-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638622982527730000/reb5/medres/2/18935452_1.jpg,18935452,539000,"2030 Rue Lucien-Thimens, #106, Montréal (Saint-Laurent), Québec",45.5101404,-73.6935804,2,2,1087
https://www.realtor.ca/immobilier/27439905/11115-boul-cavendish-1106-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638622982511170000/reb5/medres/5/14677565_1.jpg,14677565,549000,"11115 Boul. Cavendish, #1106, Montréal (Saint-Laurent), Québec",45.5008286,-73.7028189,3,2,1292
https://www.realtor.ca/immobilier/27439904/7145-rue-st-urbain-101-montr%C3%A9al-rosemontla-petite-patrie-petite-italie,https://cdn.realtor.ca/listings/TS638622982509200000/reb5/medres/4/14127934_1.jpg,14127934,785000,"7145 Rue St-Urbain, #101, Montréal (Rosemont/La Petite-Patrie), Québec",45.5332862,-73.6182807,1,1,1167
https://www.realtor.ca/immobilier/27439903/2244-rue-harmony-203-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622982506830000/reb5/medres/5/13941375_1.jpg,13941375,499000,"2244 Rue Harmony, #203, Montréal (Ville-Marie), Québec",45.5314711,-73.5587967,2,1,1116
https://www.realtor.ca/immobilier/27439900/13090-rue-notre-dame-e-203-montr%C3%A9al-rivi%C3%A8re-des-prairiespointe-aux-trembles-pointe-aux-trembles,https://cdn.realtor.ca/listings/TS638622982502430000/reb5/medres/6/13484456_1.jpg,13484456,505000,"13090 Rue Notre-Dame E., #203, Montréal (Rivière-des-Prairies/Pointe-aux-Trembles), Québec",45.6541997,-73.489992,3,2,1213
https://www.realtor.ca/immobilier/27439732/4291-rue-st-hubert-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638623420725970000/reb5/medres/1/27865761_1.jpg,27865761,1900000,"4291 Rue St-Hubert, Montréal (Le Plateau-Mont-Royal), Québec",45.52456,-73.578,4,3,5500
https://www.realtor.ca/immobilier/27439727/1155-rue-de-la-montagne-1406-montr%C3%A9al-ville-marie-mille-carr%C3%A9-dor%C3%A9,https://cdn.realtor.ca/listings/TS638622918326200000/reb5/medres/0/26792700_1.jpg,26792700,675000,"1155 Rue de la Montagne, #1406, Montréal (Ville-Marie), Québec",45.4969693,-73.572774,1,1,705
https://www.realtor.ca/immobilier/27439718/6730-6730a-place-beaubien-montr%C3%A9al-mercierhochelaga-maisonneuve-nouveau-rosemont,https://cdn.realtor.ca/listings/TS638622918295870000/reb5/medres/2/25760012_1.jpg,25760012,694800,"6730-6730A Place Beaubien, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.58340099999999,-73.563807,3,2,1726
https://www.realtor.ca/immobilier/27439710/2030-rue-lucien-thimens-103-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638622918285900000/reb5/medres/3/25067173_1.jpg,25067173,342000,"2030 Rue Lucien-Thimens, #103, Montréal (Saint-Laurent), Québec",45.5101404,-73.6935804,1,1,653
https://www.realtor.ca/immobilier/27439705/4239-rue-jean-talon-o-702-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638622918278930000/reb5/medres/6/24373096_1.jpg,24373096,724000,"4239 Rue Jean-Talon O., #702, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.4998653,-73.6478846,2,2,1258
https://www.realtor.ca/immobilier/27439689/3890-rue-joseph-montr%C3%A9al-verdun%C3%AEle-des-soeurs-verdun,https://cdn.realtor.ca/listings/TS638622918231300000/reb5/medres/7/22068257_1.jpg,22068257,575000,"3890 Rue Joseph, Montréal (Verdun/Île-des-Soeurs), Québec",45.4653038,-73.5720184,2,1,936
https://www.realtor.ca/immobilier/27439683/2525-av-des-%C3%A9rables-509-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622918207170000/reb5/medres/1/21294671_1.jpg,21294671,399900,"2525 Av. des Érables, #509, Montréal (Ville-Marie), Québec",45.53172199999999,-73.5622883,1,1,512
https://www.realtor.ca/immobilier/27439666/2525-av-des-%C3%A9rables-312-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622918139670000/reb5/medres/8/18753228_1.jpg,18753228,475000,"2525 Av. des Érables, #312, Montréal (Ville-Marie), Québec",45.53172199999999,-73.5622883,2,1,698
https://www.realtor.ca/immobilier/27439662/201-ch-du-golf-1206-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638622918101530000/reb5/medres/5/18317855_1.jpg,18317855,699000,"201 Ch. du Golf, #1206, Montréal (Verdun/Île-des-Soeurs), Québec",45.4671804,-73.5467012,2,2,1363
https://www.realtor.ca/immobilier/27439660/5223-rue-globert-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638622918090730000/reb5/medres/6/18029426_1.jpg,18029426,575000,"5223 Rue Globert, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.48407700000001,-73.627849,2,1,871
https://www.realtor.ca/immobilier/27439658/4131-ch-de-la-c%C3%B4te-des-neiges-15-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638622918086030000/reb5/medres/5/18010885_1.jpg,18010885,549000,"4131 Ch. de la Côte-des-Neiges, #15, Montréal (Ville-Marie), Québec",45.4957052,-73.6009704,3,2,1069
https://www.realtor.ca/immobilier/27439657/2300-rue-du-souvenir-105-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638622918082530000/reb5/medres/3/17815933_1.jpg,17815933,359900,"2300 Rue du Souvenir, #105, Montréal (Ville-Marie), Québec",45.4874295,-73.581758,1,1,518
https://www.realtor.ca/immobilier/27439642/3473-rue-de-verdun-montr%C3%A9al-verdun%C3%AEle-des-soeurs-verdun,https://cdn.realtor.ca/listings/TS638622918032700000/reb5/medres/5/16441535_1.jpg,16441535,320000,"3473 Rue de Verdun, Montréal (Verdun/Île-des-Soeurs), Québec",45.46915190000001,-73.5709775,1,1,615
https://www.realtor.ca/immobilier/27439632/6900-boul-gouin-e-504-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638622918013600000/reb5/medres/0/15560880_1.jpg,15560880,395000,"6900 Boul. Gouin E., #504, Montréal (Montréal-Nord), Québec",45.62885,-73.61941,2,1,1075
https://www.realtor.ca/immobilier/27439606/150-rue-berlioz-108-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638622917949600000/reb5/medres/5/12531525_1.jpg,12531525,599000,"150 Rue Berlioz, #108, Montréal (Verdun/Île-des-Soeurs), Québec",45.4610431,-73.5404085,1,1,1011
https://www.realtor.ca/immobilier/27439601/2610-av-bennett-315-montr%C3%A9al-mercierhochelaga-maisonneuve-hochelaga-maisonneuve,https://cdn.realtor.ca/listings/TS638622917885700000/reb5/medres/2/11364132_1.jpg,11364132,695000,"2610 Av. Bennett, #315, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.55785880000001,-73.5480776,2,1,1324
https://www.realtor.ca/immobilier/27439596/2600-av-pierre-dupuy-212-montr%C3%A9al-ville-marie-cit%C3%A9-du-havre,https://cdn.realtor.ca/listings/TS638622917810400000/reb5/medres/1/10570801_1.jpg,10570801,1485000,"2600 Av. Pierre-Dupuy, #212, Montréal (Ville-Marie), Québec",45.4999088,-73.5437026,2,2,2023
https://www.realtor.ca/immobilier/27439595/7071-rue-st-urbain-310-montr%C3%A9al-rosemontla-petite-patrie-petite-italie,https://cdn.realtor.ca/listings/TS638622917804230000/reb5/medres/8/10569358_1.jpg,10569358,820000,"7071 Rue St-Urbain, #310, Montréal (Rosemont/La Petite-Patrie), Québec",45.5328628,-73.61743969999999,2,2,974
https://www.realtor.ca/immobilier/27439591/2030-rue-lucien-thimens-105-montr%C3%A9al-saint-laurent-saint-laurent-ouest,https://cdn.realtor.ca/listings/TS638622918378700000/reb5/medres/0/9756880_1.jpg,9756880,614000,"2030 Rue Lucien-Thimens, #105, Montréal (Saint-Laurent), Québec",45.5101404,-73.6935804,3,2,1243
https://www.realtor.ca/immobilier/27439142/729-rue-bourget-271-montr%C3%A9al-le-sud-ouest-saint-henri,https://cdn.realtor.ca/listings/TS638622821674530000/reb5/medres/1/28807051_1.jpg,28807051,309000,"729 Rue Bourget, #271, Montréal (Le Sud-Ouest), Québec",45.4812775,-73.5841744,1,1,420
https://www.realtor.ca/immobilier/27439139/2020-boul-ren%C3%A9-l%C3%A9vesque-o-605-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638622821670730000/reb5/medres/4/28630014_1.jpg,28630014,369900,"2020 Boul. René-Lévesque O., #605, Montréal (Ville-Marie), Québec",45.4889921,-73.57917870000001,1,1,417
https://www.realtor.ca/immobilier/27439103/1165-rue-wellington-1410-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638622821645030000/reb5/medres/7/27004757_1.jpg,27004757,419000,"1165 Rue Wellington, #1410, Montréal (Le Sud-Ouest), Québec",45.4924701,-73.5582257,1,1,544
https://www.realtor.ca/immobilier/27439078/6900-boul-gouin-e-1303-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638622821600800000/reb5/medres/6/24749926_1.jpg,24749926,410000,"6900 Boul. Gouin E., #1303, Montréal (Montréal-Nord), Québec",45.62885,-73.61941,2,1,1075
https://www.realtor.ca/immobilier/27439067/8608-rue-ren%C3%A9-labelle-montr%C3%A9al-ahuntsic-cartierville-ahuntsic-centre,https://cdn.realtor.ca/listings/TS638622821589630000/reb5/medres/0/23857800_1.jpg,23857800,594900,"8608 Rue René-Labelle, Montréal (Ahuntsic-Cartierville), Québec",45.5554858,-73.6319876,3,1,1181
https://www.realtor.ca/immobilier/27439061/2300-rue-tupper-411-montr%C3%A9al-ville-marie-centre-ouest,https://cdn.realtor.ca/listings/TS638622821567070000/reb5/medres/4/22851754_1.jpg,22851754,412000,"2300 Rue Tupper, #411, Montréal (Ville-Marie), Québec",45.4889518,-73.583191,1,1,466
https://www.realtor.ca/immobilier/27439052/299-rue-de-la-rotonde-2408-montr%C3%A9al-verdun%C3%AEle-des-soeurs-%C3%AEle-des-soeurs,https://cdn.realtor.ca/listings/TS638622821517830000/reb5/medres/7/21377467_1.jpg,21377467,749000,"299 Rue de la Rotonde, #2408, Montréal (Verdun/Île-des-Soeurs), Québec",45.4724048,-73.5372757,2,2,957
https://www.realtor.ca/immobilier/27439021/101-rue-peel-1152-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638622918062800000/reb5/medres/5/17398885_1.jpg,17398885,599900,"101 Rue Peel, #1152, Montréal (Le Sud-Ouest), Québec",45.4932062,-73.55689029999999,2,1,747
https://www.realtor.ca/immobilier/27438989/3685-rue-fleury-e-211-montr%C3%A9al-montr%C3%A9al-nord,https://cdn.realtor.ca/listings/TS638622821347830000/reb5/medres/6/12859426_1.jpg,12859426,529900,"3685 Rue Fleury E., #211, Montréal (Montréal-Nord), Québec",45.58359300000001,-73.6386036,3,1,1206
https://www.realtor.ca/immobilier/27438981/2118-rue-st-dominique-503-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622821332800000/reb5/medres/8/11678978_1.jpg,11678978,325000,"2118 Rue St-Dominique, #503, Montréal (Ville-Marie), Québec",45.5127476,-73.5687335,1,1,446
https://www.realtor.ca/immobilier/27437745/2037-av-aird-106-montr%C3%A9al-mercierhochelaga-maisonneuve-hochelaga-maisonneuve,https://cdn.realtor.ca/listings/TS638622701456070000/reb5/medres/9/27787439_1.jpg,27787439,349000,"2037 Av. Aird, #106, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.5561788,-73.5386019,1,1,552
https://www.realtor.ca/immobilier/27437721/3894-rue-joseph-montr%C3%A9al-verdun%C3%AEle-des-soeurs-verdun,https://cdn.realtor.ca/listings/TS638622701394300000/reb5/medres/1/24323901_1.jpg,24323901,549000,"3894 Rue Joseph, Montréal (Verdun/Île-des-Soeurs), Québec",45.4652957,-73.572091,2,1,964
https://www.realtor.ca/immobilier/27437703/1268-rue-panet-montr%C3%A9al-ville-marie-village,https://cdn.realtor.ca/listings/TS638622918251500000/reb5/medres/7/22754107_1.jpg,22754107,669000,"1268 Rue Panet, Montréal (Ville-Marie), Québec",45.5195054,-73.5541081,2,1,1050
https://www.realtor.ca/immobilier/27437701/4150-rue-st-ambroise-214-montr%C3%A9al-le-sud-ouest-saint-henri,https://cdn.realtor.ca/listings/TS638622918242930000/reb5/medres/0/22559910_1.jpg,22559910,519000,"4150 Rue St-Ambroise, #214, Montréal (Le Sud-Ouest), Québec",45.4742512,-73.5809833,1,1,734
https://www.realtor.ca/immobilier/27437693/350-ch-de-la-rive-bois%C3%A9e-304-montr%C3%A9al-pierrefonds-roxboro-pierrefondscentre-est,https://cdn.realtor.ca/listings/TS638622701320200000/reb5/medres/6/21135506_1.jpg,21135506,344900,"350 Ch. de la Rive-Boisée, #304, Montréal (Pierrefonds-Roxboro), Québec",45.4975828,-73.85357599999999,2,1,830
https://www.realtor.ca/immobilier/27437688/400-rue-de-linspecteur-110-montr%C3%A9al-le-sud-ouest-griffintown,https://cdn.realtor.ca/listings/TS638622701312400000/reb5/medres/4/20481164_1.jpg,20481164,359000,"400 Rue de l'Inspecteur, #110, Montréal (Le Sud-Ouest), Québec",45.4961463,-73.56113049999999,1,1,571
https://www.realtor.ca/immobilier/27437685/405-rue-de-la-concorde-3101-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622701308730000/reb5/medres/3/20179923_1.jpg,20179923,1549000,"405 Rue de la Concorde, #3101, Montréal (Ville-Marie), Québec",45.5071236,-73.5708942,3,2,1310
https://www.realtor.ca/immobilier/27437652/5935-24e-avenue-5-montr%C3%A9al-rosemontla-petite-patrie-nouveau-rosemont,https://cdn.realtor.ca/listings/TS638622701228270000/reb5/medres/8/16214958_1.jpg,16214958,358000,"5935 24e Avenue, #5, Montréal (Rosemont/La Petite-Patrie), Québec",45.5623735,-73.573487,2,1,807
https://www.realtor.ca/immobilier/27437632/3920-rue-bannantyne-305-montr%C3%A9al-verdun%C3%AEle-des-soeurs-verdun,https://cdn.realtor.ca/listings/TS638622701207500000/reb5/medres/8/14805348_1.jpg,14805348,394000,"3920 Rue Bannantyne, #305, Montréal (Verdun/Île-des-Soeurs), Québec",45.4650033,-73.57505069999999,1,1,539
https://www.realtor.ca/immobilier/27437581/4700-boul-henri-bourassa-o-413-montr%C3%A9al-saint-laurent-autres,https://cdn.realtor.ca/listings/TS638622701479670000/reb5/medres/1/9015431_1.jpg,9015431,414900,"4700 Boul. Henri-Bourassa O., #413, Montréal (Saint-Laurent), Québec",45.5231561,-73.70470949999999,2,1,671
https://www.realtor.ca/immobilier/27436642/5955-av-wilderton-7c-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-c%C3%B4te-des-neiges,https://cdn.realtor.ca/listings/TS638622701338930000/reb5/medres/0/22398920_1.jpg,22398920,949000,"5955 Av. Wilderton, #7C, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.509756,-73.6216658,2,2,1404
https://www.realtor.ca/immobilier/27436619/2343-rue-augustin-cantin-201-montr%C3%A9al-le-sud-ouest-pointe-saint-charles,https://cdn.realtor.ca/listings/TS638622635261170000/reb5/medres/6/20793036_1.jpg,20793036,439000,"2343 Rue Augustin-Cantin, #201, Montréal (Le Sud-Ouest), Québec",45.4814191,-73.568004,1,1,605
https://www.realtor.ca/immobilier/27436613/3400-rue-provost-102-montr%C3%A9al-lachine-ouest,https://cdn.realtor.ca/listings/TS638622635192570000/reb5/medres/9/20246929_1.jpg,20246929,599000,"3400 Rue Provost, #102, Montréal (Lachine), Québec",45.44210169999999,-73.6947477,3,1,1024
https://www.realtor.ca/immobilier/27436601/4510-av-girouard-4-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-notre-dame-de-gr%C3%A2ce,https://cdn.realtor.ca/listings/TS638622635129430000/reb5/medres/3/19195403_1.jpg,19195403,405000,"4510 Av. Girouard, #4, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.4783399,-73.6254587,2,1,775
https://www.realtor.ca/immobilier/27436528/405-rue-notre-dame-e-302-montr%C3%A9al-ville-marie-vieux-montr%C3%A9al,https://cdn.realtor.ca/listings/TS638622634693000000/reb5/medres/5/11598095_1.jpg,11598095,634900,"405 Rue Notre-Dame E., #302, Montréal (Ville-Marie), Québec",45.5104193,-73.55253189999999,2,1,980
https://www.realtor.ca/immobilier/27435545/244-rue-sherbrooke-e-215-montr%C3%A9al-ville-marie-centre,https://cdn.realtor.ca/listings/TS638622555423400000/reb5/medres/0/28439600_1.jpg,28439600,469000,"244 Rue Sherbrooke E., #215, Montréal (Ville-Marie), Québec",45.51502989999999,-73.5678757,1,1,501
https://www.realtor.ca/immobilier/27435544/5463-rue-chabot-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638622555419800000/reb5/medres/8/28268848_1.jpg,28268848,499000,"5463 Rue Chabot, Montréal (Le Plateau-Mont-Royal), Québec",45.53892700000001,-73.58348699999999,2,1,930
https://www.realtor.ca/immobilier/27435539/76-69e-avenue-montr%C3%A9al-lasalle,https://cdn.realtor.ca/listings/TS638622555413970000/reb5/medres/1/27809391_1.jpg,27809391,379000,"76 69e Avenue, Montréal (LaSalle), Québec",45.4178666,-73.6285338,2,1,891
https://www.realtor.ca/immobilier/27435530/10259-av-du-bois-de-boulogne-701-montr%C3%A9al-ahuntsic-cartierville-nouveau-bordeaux,https://cdn.realtor.ca/listings/TS638622555401300000/reb5/medres/2/26546232_1.jpg,26546232,368900,"10259 Av. du Bois-de-Boulogne, #701, Montréal (Ahuntsic-Cartierville), Québec",45.5375396,-73.6719997,2,1,887
https://www.realtor.ca/immobilier/27435513/9950-place-de-lacadie-1782-montr%C3%A9al-ahuntsic-cartierville-nouveau-bordeaux,https://cdn.realtor.ca/listings/TS638622555351800000/reb5/medres/8/24421418_1.jpg,24421418,429000,"9950 Place de l'Acadie, #1782, Montréal (Ahuntsic-Cartierville), Québec",45.5334545,-73.6800808,2,1,876
https://www.realtor.ca/immobilier/27435469/4121-rue-st-dominique-6-montr%C3%A9al-le-plateau-mont-royal-le-plateau-mont-royal,https://cdn.realtor.ca/listings/TS638622555315230000/reb5/medres/8/23313808_1.jpg,23313808,475000,"4121 Rue St-Dominique, #6, Montréal (Le Plateau-Mont-Royal), Québec",45.51809309999999,-73.57997519999999,1,1,871
https://www.realtor.ca/immobilier/27435427/6787-rue-drolet-montr%C3%A9al-rosemontla-petite-patrie-petite-italie,https://cdn.realtor.ca/listings/TS638622555239800000/reb5/medres/4/19221274_1.jpg,19221274,664000,"6787 Rue Drolet, Montréal (Rosemont/La Petite-Patrie), Québec",45.535624,-73.6104958,2,2,1090
https://www.realtor.ca/immobilier/27435388/5612-rue-st-patrick-203-montr%C3%A9al-le-sud-ouest-ville-%C3%A9mard,https://cdn.realtor.ca/listings/TS638622555212100000/reb5/medres/7/17512087_1.jpg,17512087,419900,"5612 Rue St-Patrick, #203, Montréal (Le Sud-Ouest), Québec",45.4626265,-73.5980196,2,1,660
https://www.realtor.ca/immobilier/27435375/10150-place-de-lacadie-301-montr%C3%A9al-ahuntsic-cartierville-nouveau-bordeaux,https://cdn.realtor.ca/listings/TS638622634821600000/reb5/medres/6/14798746_1.jpg,14798746,389000,"10150 Place de l'Acadie, #301, Montréal (Ahuntsic-Cartierville), Québec",45.53335750000001,-73.6808081,2,1,772
https://www.realtor.ca/immobilier/27435366/3770-rue-adam-montr%C3%A9al-mercierhochelaga-maisonneuve-hochelaga-maisonneuve,https://cdn.realtor.ca/listings/TS638622555098270000/reb5/medres/6/13916386_1.jpg,13916386,375000,"3770 Rue Adam, Montréal (Mercier/Hochelaga-Maisonneuve), Québec",45.5457051,-73.5396056,1,1,595
https://www.realtor.ca/immobilier/27434577/16269-boul-gouin-o-montr%C3%A9al-l%C3%AEle-bizardsainte-genevi%C3%A8ve-sainte-genevi%C3%A8ve,https://cdn.realtor.ca/listings/TS638622458289170000/reb5/medres/3/28551533_1.jpg,28551533,458000,"16269 Boul. Gouin O., Montréal (L'Île-Bizard/Sainte-Geneviève), Québec",45.4782029,-73.8740495,2,1,1173
https://www.realtor.ca/immobilier/27434569/3526-av-prudhomme-montr%C3%A9al-c%C3%B4te-des-neigesnotre-dame-de-gr%C3%A2ce-notre-dame-de-gr%C3%A2ce,https://cdn.realtor.ca/listings/TS638622458283200000/reb5/medres/4/25415804_1.jpg,25415804,520000,"3526 Av. Prud'homme, Montréal (Côte-des-Neiges/Notre-Dame-de-Grâce), Québec",45.47446000000001,-73.61187000000001,2,2,1298
